Code,Date,Close,Volume
DIA,2020-01-02,256.3702087402344,3865500
DIA,2020-01-03,254.32736206054688,3296700
DIA,2020-01-06,254.91358947753906,1645100
DIA,2020-01-07,253.81222534179688,1413000
DIA,2020-01-08,255.28671264648438,3136700
DIA,2020-01-09,257.20526123046875,1783100
DIA,2020-01-10,256.0328369140625,2989600
DIA,2020-01-13,256.7255859375,1463300
DIA,2020-01-14,256.9032897949219,2198500
DIA,2020-01-15,257.9071350097656,2195100
DIA,2020-01-16,260.1988525390625,2522000
DIA,2020-01-17,260.62359619140625,2147400
DIA,2020-01-21,259.3439636230469,4476900
DIA,2020-01-22,259.3260803222656,2077000
DIA,2020-01-23,259.086181640625,1872600
DIA,2020-01-24,257.53985595703125,3612500
DIA,2020-01-27,253.59414672851562,4129100
DIA,2020-01-28,255.30923461914062,2999200
DIA,2020-01-29,255.30923461914062,2126300
DIA,2020-01-30,256.4201965332031,3433200
DIA,2020-01-31,250.9813690185547,4885700
DIA,2020-02-03,252.36782836914062,3157400
DIA,2020-02-04,255.9757537841797,3004100
DIA,2020-02-05,260.2591552734375,3305900
DIA,2020-02-06,261.0412902832031,2857200
DIA,2020-02-07,258.7750549316406,3839300
DIA,2020-02-10,260.33929443359375,2877700
DIA,2020-02-11,260.3302917480469,1994500
DIA,2020-02-12,262.8008117675781,2804400
DIA,2020-02-13,262.0010681152344,2638000
DIA,2020-02-14,261.75213623046875,1861700
DIA,2020-02-18,260.33929443359375,2397800
DIA,2020-02-19,261.361083984375,1474400
DIA,2020-02-20,260.1881103515625,3493900
DIA,2020-02-21,258.1955261230469,3271800
DIA,2020-02-24,249.1239013671875,6595200
DIA,2020-02-25,241.22854614257812,9903700
DIA,2020-02-26,240.37294006347656,7477600
DIA,2020-02-27,229.465576171875,11188900
DIA,2020-02-28,226.84567260742188,17541400
DIA,2020-03-02,237.9580078125,8544500
DIA,2020-03-03,231.069580078125,11482600
DIA,2020-03-04,241.3977508544922,5408100
DIA,2020-03-05,232.99447631835938,5872900
DIA,2020-03-06,230.66859436035156,7372400
DIA,2020-03-09,212.7301483154297,10406900
DIA,2020-03-10,223.200927734375,9407100
DIA,2020-03-11,210.16372680664062,7687200
DIA,2020-03-12,189.01727294921875,17322600
DIA,2020-03-13,206.83982849121094,13676000
DIA,2020-03-16,180.444580078125,12407000
DIA,2020-03-17,190.2292022705078,16128100
DIA,2020-03-18,177.68212890625,13369800
DIA,2020-03-19,179.39303588867188,13532100
DIA,2020-03-20,171.52052307128906,12206000
DIA,2020-03-23,166.36329650878906,15712300
DIA,2020-03-24,184.695068359375,14123600
DIA,2020-03-25,189.53955078125,17556100
DIA,2020-03-26,201.1678924560547,16071900
DIA,2020-03-27,193.3739471435547,10545600
DIA,2020-03-30,199.40708923339844,7691800
DIA,2020-03-31,195.94815063476562,8426600
DIA,2020-04-01,187.1442108154297,8570300
DIA,2020-04-02,191.23779296875,8231900
DIA,2020-04-03,188.23452758789062,6664500
DIA,2020-04-06,202.4728546142578,10322500
DIA,2020-04-07,202.53541564941406,10857700
DIA,2020-04-08,209.44444274902344,7010200
DIA,2020-04-09,211.9560546875,9393200
DIA,2020-04-13,209.11373901367188,6761900
DIA,2020-04-14,214.22625732421875,5391900
DIA,2020-04-15,210.11480712890625,6828000
DIA,2020-04-16,210.34722900390625,6126400
DIA,2020-04-17,216.80404663085938,5924500
DIA,2020-04-20,211.62603759765625,7357400
DIA,2020-04-21,205.88470458984375,6571400
DIA,2020-04-22,209.9537811279297,4318000
DIA,2020-04-23,210.22201538085938,6364800
DIA,2020-04-24,212.69024658203125,3568500
DIA,2020-04-27,215.8114013671875,3632500
DIA,2020-04-28,215.6056671142578,4709900
DIA,2020-04-29,220.3990936279297,5015300
DIA,2020-04-30,217.510498046875,4928900
DIA,2020-05-01,212.19834899902344,4723500
DIA,2020-05-04,212.32363891601562,3845500
DIA,2020-05-05,213.5577392578125,3143500
DIA,2020-05-06,211.8228759765625,3082300
DIA,2020-05-07,213.65606689453125,3411500
DIA,2020-05-08,217.86825561523438,3894800
DIA,2020-05-11,216.92027282714844,2743000
DIA,2020-05-12,212.91390991210938,6433900
DIA,2020-05-13,208.2098846435547,7531300
DIA,2020-05-14,211.72442626953125,6964500
DIA,2020-05-15,212.28170776367188,4811100
DIA,2020-05-18,220.3640899658203,5207700
DIA,2020-05-19,217.03977966308594,4404700
DIA,2020-05-20,220.1848907470703,3280600
DIA,2020-05-21,219.54869079589844,3378200
DIA,2020-05-22,219.4232177734375,2521100
DIA,2020-05-26,224.23500061035156,4872300
DIA,2020-05-27,229.18118286132812,5326100
DIA,2020-05-28,227.9087677001953,4957600
DIA,2020-05-29,227.85499572753906,5082300
DIA,2020-06-01,228.73313903808594,2060800
DIA,2020-06-02,231.04489135742188,3045800
DIA,2020-06-03,235.8118438720703,5184500
DIA,2020-06-04,235.9552764892578,3937100
DIA,2020-06-05,243.3118896484375,7866800
DIA,2020-06-08,247.55905151367188,4667600
DIA,2020-06-09,244.96051025390625,4632600
DIA,2020-06-10,242.3440399169922,6531200
DIA,2020-06-11,225.82994079589844,14257800
DIA,2020-06-12,230.05035400390625,9817200
DIA,2020-06-15,231.4929962158203,7421300
DIA,2020-06-16,236.39437866210938,9238000
DIA,2020-06-17,234.6021270751953,3669300
DIA,2020-06-18,234.27069091796875,3268700
DIA,2020-06-19,232.5659942626953,5852600
DIA,2020-06-22,233.93186950683594,2823500
DIA,2020-06-23,234.99232482910156,2948000
DIA,2020-06-24,228.81869506835938,5903500
DIA,2020-06-25,231.34388732910156,4312300
DIA,2020-06-26,224.99942016601562,5331400
DIA,2020-06-29,229.96896362304688,3759000
DIA,2020-06-30,231.73019409179688,3667900
DIA,2020-07-01,231.2269744873047,3575300
DIA,2020-07-02,232.2245330810547,3830000
DIA,2020-07-06,236.34024047851562,2989100
DIA,2020-07-07,232.7816162109375,2828700
DIA,2020-07-08,234.29132080078125,2837800
DIA,2020-07-09,231.16407775878906,3995600
DIA,2020-07-10,234.38119506835938,3110100
DIA,2020-07-13,234.57896423339844,4876000
DIA,2020-07-14,239.56637573242188,7614300
DIA,2020-07-15,241.65109252929688,5220600
DIA,2020-07-16,240.35719299316406,2478100
DIA,2020-07-17,239.8904571533203,3415100
DIA,2020-07-20,239.96229553222656,4017400
DIA,2020-07-21,241.32936096191406,3173200
DIA,2020-07-22,242.80426025390625,2039300
DIA,2020-07-23,239.84542846679688,2838000
DIA,2020-07-24,238.0466766357422,2637700
DIA,2020-07-27,239.17984008789062,2637900
DIA,2020-07-28,237.36317443847656,1989300
DIA,2020-07-29,238.7751007080078,1917900
DIA,2020-07-30,236.7785186767578,3055600
DIA,2020-07-31,237.74082946777344,3306800
DIA,2020-08-03,239.87229919433594,2569300
DIA,2020-08-04,241.3922882080078,1909800
DIA,2020-08-05,244.62086486816406,2122900
DIA,2020-08-06,246.3296356201172,1948100
DIA,2020-08-07,246.97720336914062,2311300
DIA,2020-08-10,250.14292907714844,2313900
DIA,2020-08-11,249.28843688964844,4546400
DIA,2020-08-12,251.85162353515625,2641600
DIA,2020-08-13,251.29403686523438,1668300
DIA,2020-08-14,251.63575744628906,2247000
DIA,2020-08-17,250.87127685546875,2436900
DIA,2020-08-18,250.19676208496094,1678300
DIA,2020-08-19,249.5043487548828,3374300
DIA,2020-08-20,249.9001007080078,2063700
DIA,2020-08-21,251.72425842285156,2601200
DIA,2020-08-24,255.23031616210938,2622800
DIA,2020-08-25,254.7257080078125,3346000
DIA,2020-08-26,255.45553588867188,2647500
DIA,2020-08-27,256.9067687988281,3432800
